"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.canvasAns"	"Answer.comment"
"3909MD9T2ZH5P2FWPJPJX8FDROXEF5"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/7843.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3909MD9T2ZH5P2FWPJPJX8FDROXEF5"	"3IRIK4HM3AKWVV01I1LM2XXEX6UC6P"	"AH4SMMFHDHK1L"	"Submitted"	"Fri Dec 15 18:06:28 CST 2017"	"Thu Nov 30 18:05:51 CST 2017"	"Thu Nov 30 18:06:28 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""ellipse"",""originX"":""left"",""originY"":""top"",""left"":148,""top"":151.25,""width"":100,""height"":100,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":1,""scaleY"":0.87,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":187.5,""ry"":85}],""background"":""""}"	""
"3909MD9T2ZH5P2FWPJPJX8FDROXEF5"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/7843.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3909MD9T2ZH5P2FWPJPJX8FDROXEF5"	"354P56DE9K3V6C32YXGENG1SEK3S71"	"A2RAPGB2VBAP0N"	"Submitted"	"Fri Dec 15 18:53:42 CST 2017"	"Thu Nov 30 18:53:33 CST 2017"	"Thu Nov 30 18:53:42 CST 2017"	""	""	""	""	""	"{""objects"":[],""background"":""""}"	""
"3RDTX9JRTY1BFD99ZPBLH21L23Y97M"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/8190.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTY1BFD99ZPBLH21L23Y97M"	"3M68NM076H701XPK0YBHRSW0X7WR69"	"AH4SMMFHDHK1L"	"Submitted"	"Fri Dec 15 17:51:53 CST 2017"	"Thu Nov 30 17:50:34 CST 2017"	"Thu Nov 30 17:51:53 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""rect"",""originX"":""left"",""originY"":""top"",""left"":182,""top"":20.65,""width"":151,""height"":266,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":1,""scaleY"":1,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":0,""ry"":0,""x"":0,""y"":0}],""background"":""""}"	""
"3RDTX9JRTY1BFD99ZPBLH21L23Y97M"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/8190.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTY1BFD99ZPBLH21L23Y97M"	"3DHE4R9OCWBLU6X5XL522B1HFTK2G8"	"AGDDGSV1IQ0Z4"	"Submitted"	"Fri Dec 15 17:55:15 CST 2017"	"Thu Nov 30 17:54:59 CST 2017"	"Thu Nov 30 17:55:15 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""rect"",""originX"":""left"",""originY"":""top"",""left"":176,""top"":20.65,""width"":156,""height"":265,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":1,""scaleY"":1,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":0,""ry"":0,""x"":0,""y"":0}],""background"":""""}"	""
"3RDTX9JRTY1BFD99ZPBLH21L23Y97M"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/8190.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3RDTX9JRTY1BFD99ZPBLH21L23Y97M"	"323Q6SJS8IGJVW4S5M2R7U773X5HF9"	"A2RAPGB2VBAP0N"	"Submitted"	"Fri Dec 15 18:49:03 CST 2017"	"Thu Nov 30 18:48:43 CST 2017"	"Thu Nov 30 18:49:03 CST 2017"	""	""	""	""	""	"{""objects"":[],""background"":""""}"	""
"3IZVJEBJ6AK7H4DHKD0SOC3IMV36Z0"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/11830.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3IZVJEBJ6AK7H4DHKD0SOC3IMV36Z0"	"3GU1KF0O4I1LVWQ0JXO0XDIDAP1BP2"	"A3QLMSLL4AYTDT"	"Submitted"	"Fri Dec 15 16:13:01 CST 2017"	"Thu Nov 30 16:12:34 CST 2017"	"Thu Nov 30 16:13:01 CST 2017"	""	""	""	""	""	"{""objects"":[],""background"":""""}"	""
"3IZVJEBJ6AK7H4DHKD0SOC3IMV36Z0"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/11830.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3IZVJEBJ6AK7H4DHKD0SOC3IMV36Z0"	"3SB4CE2TJVVLLVNZZAYLWFKAU78XA2"	"AH4SMMFHDHK1L"	"Submitted"	"Fri Dec 15 18:08:26 CST 2017"	"Thu Nov 30 18:07:43 CST 2017"	"Thu Nov 30 18:08:26 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""ellipse"",""originX"":""left"",""originY"":""top"",""left"":158,""top"":101.65,""width"":100,""height"":100,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":2.02,""scaleY"":1.76,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":50,""ry"":50}],""background"":""""}"	""
"3IZVJEBJ6AK7H4DHKD0SOC3IMV36Z0"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/11830.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3IZVJEBJ6AK7H4DHKD0SOC3IMV36Z0"	"3L0KT67Y8EGELWZ3L66E0TLPIJASY0"	"AGDDGSV1IQ0Z4"	"Submitted"	"Fri Dec 15 18:22:27 CST 2017"	"Thu Nov 30 18:22:12 CST 2017"	"Thu Nov 30 18:22:27 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""rect"",""originX"":""left"",""originY"":""top"",""left"":154,""top"":107.65,""width"":204,""height"":170,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":1,""scaleY"":1,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":0,""ry"":0,""x"":0,""y"":0}],""background"":""""}"	""
"32ZCLEW0BZKPRVQIHNWF6I69Y2GJPY"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/11875.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=32ZCLEW0BZKPRVQIHNWF6I69Y2GJPY"	"3Q5C1WP23M1GPOQPXLMXTV0NXET51D"	"AH4SMMFHDHK1L"	"Submitted"	"Fri Dec 15 18:10:07 CST 2017"	"Thu Nov 30 18:09:25 CST 2017"	"Thu Nov 30 18:10:07 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""ellipse"",""originX"":""left"",""originY"":""top"",""left"":187,""top"":61.25,""width"":100,""height"":100,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":1.07,""scaleY"":1,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":116.5,""ry"":114.5}],""background"":""""}"	""
"32ZCLEW0BZKPRVQIHNWF6I69Y2GJPY"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/11875.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=32ZCLEW0BZKPRVQIHNWF6I69Y2GJPY"	"3VBEN272MKZEZ5E3R0K8TTELDNLGSR"	"AGDDGSV1IQ0Z4"	"Submitted"	"Fri Dec 15 18:29:37 CST 2017"	"Thu Nov 30 18:29:25 CST 2017"	"Thu Nov 30 18:29:37 CST 2017"	""	""	""	""	""	"{""objects"":[{""type"":""rect"",""originX"":""left"",""originY"":""top"",""left"":123,""top"":-1.35,""width"":219,""height"":229,""fill"":"""",""stroke"":""yellow"",""strokeWidth"":1,""strokeDashArray"":null,""strokeLineCap"":""butt"",""strokeLineJoin"":""miter"",""strokeMiterLimit"":10,""scaleX"":1,""scaleY"":1,""angle"":0,""flipX"":false,""flipY"":false,""opacity"":1,""shadow"":null,""visible"":true,""clipTo"":null,""backgroundColor"":"""",""rx"":0,""ry"":0,""x"":0,""y"":0}],""background"":""""}"	""
"32ZCLEW0BZKPRVQIHNWF6I69Y2GJPY"	"3XJ5RHVJOB3KKLPS0ROQ1PYTCCWLX9"	"Object Annotation Task - S - 11301605 - 6-10"	"object annotation"	"website, annotation"	"$0.01"	"Thu Nov 30 16:10:50 CST 2017"	"3"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"https://cvc.ischool.utexas.edu/~zenxi/finalProject/11875.jpg"	"3600"	"1296000"	"Sun Dec 03 16:10:50 CST 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=32ZCLEW0BZKPRVQIHNWF6I69Y2GJPY"	"3J88R45B2GYS8ZT1OTGIMA95TTBPXD"	"A2RAPGB2VBAP0N"	"Submitted"	"Fri Dec 15 18:58:22 CST 2017"	"Thu Nov 30 18:58:13 CST 2017"	"Thu Nov 30 18:58:22 CST 2017"	""	""	""	""	""	"{""objects"":[],""background"":""""}"	""
